Question ID (machine readable),Response ID (machine readable),Response value,Answer requirement,Human-friendly question label
PSL_SUPPORT_DATA_DELETION_BY_USER,DATA_DELETION_NO_AUTO_DELETED,false,SINGLE_CHOICE,사용자가 데이터 삭제를 요청할 수 있는 방편을 제공하나요?/아니요(하지만 사용자 데이터가 90일 이내에 자동으로 삭제됨)
PSL_DATA_DELETION_URL,,,MAYBE_REQUIRED,데이터 URL 삭제
PSL_DATA_COLLECTION_COMPLIES_FAMILY_POLICY,,,OPTIONAL,앱의 대상 연령대에 아동이 포함되어 있다고 지정했거나 가족을 위한 앱 프로그램을 선택한 경우에만 이 질문에 답하세요. 위 두 가지에 모두 해당한다면 Google Play 가족 정책(https://support.google.com/googleplay/android-developer/answer/9893335)을 따라야 합니다. 스토어 등록정보의 데이터 보안 섹션에서 사용자에게 이러한 약속에 대해 안내하시겠어요?
PSL_INDEPENDENTLY_VALIDATED,,false,OPTIONAL,앱이 모바일 애플리케이션 보안 평가(MASA) 프레임워크에 따른 독립적인 보안 검토를 완료했나요? 검토 결과가 양호한 경우에만 '예'라고 답변하세요.
PSL_UPI_BADGE_OPT_IN,,false,OPTIONAL,스토어 등록정보에 이 배지를 표시하시겠어요?
PSL_HAS_OUTSIDE_APP_ACCOUNTS,,false,OPTIONAL,사용자가 앱 외부에서 만든 계정으로 앱에 로그인할 수 있나요?
PSL_OUTSIDE_APP_ACCOUNT_TYPES,PSL_LOGIN_WITH_OUTSIDE_APP_ID,,MULTIPLE_CHOICE,"계정이 어떻게 생성되나요?/앱 식별 외(예: SIM 바인딩, 서비스 정기 결제)"
PSL_OUTSIDE_APP_ACCOUNT_TYPES,PSL_LOGIN_THROUGH_EMPLOYMENT_OR_ENTERPRISE_ACCOUNT,,MULTIPLE_CHOICE,계정이 어떻게 생성되나요?/직장 또는 회사 계정을 통해
PSL_OUTSIDE_APP_ACCOUNT_TYPES,PSL_OUTSIDE_APP_ACCOUNT_TYPE_OTHER,,MULTIPLE_CHOICE,계정이 어떻게 생성되나요?/기타
PSL_OUTSIDE_APP_ACCOUNT_TYPE_SPECIFY,,,MAYBE_REQUIRED,계정이 생성되는 방법을 설명하세요.
PSL_DATA_TYPES_PERSONAL,PSL_NAME,true,MULTIPLE_CHOICE,개인 정보/이름
PSL_DATA_TYPES_PERSONAL,PSL_EMAIL,true,MULTIPLE_CHOICE,개인 정보/이메일 주소
PSL_DATA_TYPES_PERSONAL,PSL_USER_ACCOUNT,true,MULTIPLE_CHOICE,개인 정보/사용자 ID
PSL_DATA_TYPES_PERSONAL,PSL_ADDRESS,true,MULTIPLE_CHOICE,개인 정보/주소
PSL_DATA_TYPES_PERSONAL,PSL_PHONE,true,MULTIPLE_CHOICE,개인 정보/전화번호
PSL_DATA_TYPES_PERSONAL,PSL_RACE_ETHNICITY,false,MULTIPLE_CHOICE,개인 정보/인종 및 민족
PSL_DATA_TYPES_PERSONAL,PSL_POLITICAL_RELIGIOUS,false,MULTIPLE_CHOICE,개인 정보/정치적 또는 종교적 신념
PSL_DATA_TYPES_PERSONAL,PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY,false,MULTIPLE_CHOICE,개인 정보/성적 지향
PSL_DATA_TYPES_PERSONAL,PSL_OTHER_PERSONAL,true,MULTIPLE_CHOICE,개인 정보/기타 정보
PSL_DATA_TYPES_FINANCIAL,PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER,false,MULTIPLE_CHOICE,금융 정보/사용자 결제 정보
PSL_DATA_TYPES_FINANCIAL,PSL_PURCHASE_HISTORY,true,MULTIPLE_CHOICE,금융 정보/구매 내역
PSL_DATA_TYPES_FINANCIAL,PSL_CREDIT_SCORE,false,MULTIPLE_CHOICE,금융 정보/신용 점수
PSL_DATA_TYPES_FINANCIAL,PSL_OTHER,false,MULTIPLE_CHOICE,금융 정보/기타 금융 정보
PSL_DATA_TYPES_LOCATION,PSL_APPROX_LOCATION,true,MULTIPLE_CHOICE,위치/대략적인 위치
PSL_DATA_TYPES_LOCATION,PSL_PRECISE_LOCATION,true,MULTIPLE_CHOICE,위치/정확한 위치
PSL_DATA_TYPES_SEARCH_AND_BROWSING,PSL_WEB_BROWSING_HISTORY,false,MULTIPLE_CHOICE,웹 탐색/웹 방문 기록
PSL_DATA_TYPES_EMAIL_AND_TEXT,PSL_EMAILS,false,MULTIPLE_CHOICE,메시지/이메일
PSL_DATA_TYPES_EMAIL_AND_TEXT,PSL_SMS_CALL_LOG,false,MULTIPLE_CHOICE,메시지/SMS 또는 MMS
PSL_DATA_TYPES_EMAIL_AND_TEXT,PSL_OTHER_MESSAGES,true,MULTIPLE_CHOICE,메시지/기타 인앱 메시지
PSL_DATA_TYPES_PHOTOS_AND_VIDEOS,PSL_PHOTOS,true,MULTIPLE_CHOICE,사진 및 동영상/사진
PSL_DATA_TYPES_PHOTOS_AND_VIDEOS,PSL_VIDEOS,false,MULTIPLE_CHOICE,사진 및 동영상/동영상
PSL_DATA_TYPES_AUDIO,PSL_AUDIO,false,MULTIPLE_CHOICE,오디오 파일/음성 또는 사운드 녹음본
PSL_DATA_TYPES_AUDIO,PSL_MUSIC,false,MULTIPLE_CHOICE,오디오 파일/음악 파일
PSL_DATA_TYPES_AUDIO,PSL_OTHER_AUDIO,false,MULTIPLE_CHOICE,오디오 파일/기타 오디오 파일
PSL_DATA_TYPES_HEALTH_AND_FITNESS,PSL_HEALTH,false,MULTIPLE_CHOICE,건강 및 피트니스/건강 정보
PSL_DATA_TYPES_HEALTH_AND_FITNESS,PSL_FITNESS,false,MULTIPLE_CHOICE,건강 및 피트니스/피트니스 정보
PSL_DATA_TYPES_CONTACTS,PSL_CONTACTS,false,MULTIPLE_CHOICE,연락처/연락처
PSL_DATA_TYPES_CALENDAR,PSL_CALENDAR,false,MULTIPLE_CHOICE,Calendar/캘린더 일정
PSL_DATA_TYPES_APP_PERFORMANCE,PSL_CRASH_LOGS,true,MULTIPLE_CHOICE,앱 정보 및 성능/비정상 종료 로그
PSL_DATA_TYPES_APP_PERFORMANCE,PSL_PERFORMANCE_DIAGNOSTICS,true,MULTIPLE_CHOICE,앱 정보 및 성능/진단
PSL_DATA_TYPES_APP_PERFORMANCE,PSL_OTHER_PERFORMANCE,false,MULTIPLE_CHOICE,앱 정보 및 성능/기타 앱 성능 데이터
PSL_DATA_TYPES_FILES_AND_DOCS,PSL_FILES_AND_DOCS,false,MULTIPLE_CHOICE,파일 및 문서/파일 및 문서
PSL_DATA_TYPES_APP_ACTIVITY,PSL_USER_INTERACTION,true,MULTIPLE_CHOICE,앱 활동/앱 상호작용
PSL_DATA_TYPES_APP_ACTIVITY,PSL_IN_APP_SEARCH_HISTORY,false,MULTIPLE_CHOICE,앱 활동/앱 내 검색 기록
PSL_DATA_TYPES_APP_ACTIVITY,PSL_APPS_ON_DEVICE,false,MULTIPLE_CHOICE,앱 활동/설치된 앱
PSL_DATA_TYPES_APP_ACTIVITY,PSL_USER_GENERATED_CONTENT,true,MULTIPLE_CHOICE,앱 활동/기타 사용자 제작 콘텐츠
PSL_DATA_TYPES_APP_ACTIVITY,PSL_OTHER_APP_ACTIVITY,false,MULTIPLE_CHOICE,앱 활동/기타 작업
PSL_DATA_TYPES_IDENTIFIERS,PSL_DEVICE_ID,false,MULTIPLE_CHOICE,기기 또는 기타 ID/기기 또는 기타 ID
PSL_DATA_USAGE_RESPONSES:PSL_NAME:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,true,MULTIPLE_CHOICE,데이터 취급 및 처리(이름)/데이터를 수집 또는 공유하나요? 아니면 수집과 공유를 모두 하나요?/수집됨
PSL_DATA_USAGE_RESPONSES:PSL_NAME:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,true,MULTIPLE_CHOICE,데이터 취급 및 처리(이름)/데이터를 수집 또는 공유하나요? 아니면 수집과 공유를 모두 하나요?/공유됨
PSL_DATA_USAGE_RESPONSES:PSL_NAME:PSL_DATA_USAGE_EPHEMERAL,,false,MAYBE_REQUIRED,데이터 취급 및 처리(이름)/이 데이터는 임시로 처리되나요?
PSL_DATA_USAGE_RESPONSES:PSL_NAME:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,false,SINGLE_CHOICE,데이터 취급 및 처리(이름)/이 데이터는 앱에 필수인가요? 아니면 사용자가 수집 여부를 선택할 수 있나요?/사용자가 데이터의 수집 여부를 선택할 수 있습니다
PSL_DATA_USAGE_RESPONSES:PSL_NAME:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,true,SINGLE_CHOICE,데이터 취급 및 처리(이름)/이 데이터는 앱에 필수인가요? 아니면 사용자가 수집 여부를 선택할 수 있나요?/데이터 수집은 필수입니다(사용자가 이 데이터 수집을 중지할 수 없음)
PSL_DATA_USAGE_RESPONSES:PSL_NAME:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,true,MULTIPLE_CHOICE,데이터 취급 및 처리(이름)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./앱 기능
PSL_DATA_USAGE_RESPONSES:PSL_NAME:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이름)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./애널리틱스
PSL_DATA_USAGE_RESPONSES:PSL_NAME:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이름)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./개발자 커뮤니케이션
PSL_DATA_USAGE_RESPONSES:PSL_NAME:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,false,MULTIPLE_CHOICE,"데이터 취급 및 처리(이름)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./사기 예방, 보안, 규정 준수"
PSL_DATA_USAGE_RESPONSES:PSL_NAME:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이름)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./광고 또는 마케팅
PSL_DATA_USAGE_RESPONSES:PSL_NAME:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이름)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./맞춤설정
PSL_DATA_USAGE_RESPONSES:PSL_NAME:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,true,MULTIPLE_CHOICE,데이터 취급 및 처리(이름)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./계정 관리
PSL_DATA_USAGE_RESPONSES:PSL_NAME:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,true,MULTIPLE_CHOICE,데이터 취급 및 처리(이름)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./앱 기능
PSL_DATA_USAGE_RESPONSES:PSL_NAME:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이름)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./애널리틱스
PSL_DATA_USAGE_RESPONSES:PSL_NAME:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이름)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./개발자 커뮤니케이션
PSL_DATA_USAGE_RESPONSES:PSL_NAME:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,false,MULTIPLE_CHOICE,"데이터 취급 및 처리(이름)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./사기 예방, 보안, 규정 준수"
PSL_DATA_USAGE_RESPONSES:PSL_NAME:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이름)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./광고 또는 마케팅
PSL_DATA_USAGE_RESPONSES:PSL_NAME:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이름)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./맞춤설정
PSL_DATA_USAGE_RESPONSES:PSL_NAME:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이름)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./계정 관리
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,true,MULTIPLE_CHOICE,데이터 취급 및 처리(이메일 주소)/데이터를 수집 또는 공유하나요? 아니면 수집과 공유를 모두 하나요?/수집됨
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이메일 주소)/데이터를 수집 또는 공유하나요? 아니면 수집과 공유를 모두 하나요?/공유됨
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:PSL_DATA_USAGE_EPHEMERAL,,false,MAYBE_REQUIRED,데이터 취급 및 처리(이메일 주소)/이 데이터는 임시로 처리되나요?
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,false,SINGLE_CHOICE,데이터 취급 및 처리(이메일 주소)/이 데이터는 앱에 필수인가요? 아니면 사용자가 수집 여부를 선택할 수 있나요?/사용자가 데이터의 수집 여부를 선택할 수 있습니다
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,true,SINGLE_CHOICE,데이터 취급 및 처리(이메일 주소)/이 데이터는 앱에 필수인가요? 아니면 사용자가 수집 여부를 선택할 수 있나요?/데이터 수집은 필수입니다(사용자가 이 데이터 수집을 중지할 수 없음)
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,true,MULTIPLE_CHOICE,데이터 취급 및 처리(이메일 주소)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./앱 기능
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이메일 주소)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./애널리틱스
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이메일 주소)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./개발자 커뮤니케이션
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,false,MULTIPLE_CHOICE,"데이터 취급 및 처리(이메일 주소)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./사기 예방, 보안, 규정 준수"
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이메일 주소)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./광고 또는 마케팅
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이메일 주소)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./맞춤설정
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,true,MULTIPLE_CHOICE,데이터 취급 및 처리(이메일 주소)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./계정 관리
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이메일 주소)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./앱 기능
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이메일 주소)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./애널리틱스
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이메일 주소)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./개발자 커뮤니케이션
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,false,MULTIPLE_CHOICE,"데이터 취급 및 처리(이메일 주소)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./사기 예방, 보안, 규정 준수"
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이메일 주소)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./광고 또는 마케팅
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이메일 주소)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./맞춤설정
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,false,MULTIPLE_CHOICE,데이터 취급 및 처리(이메일 주소)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./계정 관리
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,true,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 ID)/데이터를 수집 또는 공유하나요? 아니면 수집과 공유를 모두 하나요?/수집됨
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,false,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 ID)/데이터를 수집 또는 공유하나요? 아니면 수집과 공유를 모두 하나요?/공유됨
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:PSL_DATA_USAGE_EPHEMERAL,,false,MAYBE_REQUIRED,데이터 취급 및 처리(사용자 ID)/이 데이터는 임시로 처리되나요?
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,false,SINGLE_CHOICE,데이터 취급 및 처리(사용자 ID)/이 데이터는 앱에 필수인가요? 아니면 사용자가 수집 여부를 선택할 수 있나요?/사용자가 데이터의 수집 여부를 선택할 수 있습니다
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,true,SINGLE_CHOICE,데이터 취급 및 처리(사용자 ID)/이 데이터는 앱에 필수인가요? 아니면 사용자가 수집 여부를 선택할 수 있나요?/데이터 수집은 필수입니다(사용자가 이 데이터 수집을 중지할 수 없음)
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,true,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 ID)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./앱 기능
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 ID)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./애널리틱스
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 ID)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./개발자 커뮤니케이션
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,false,MULTIPLE_CHOICE,"데이터 취급 및 처리(사용자 ID)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./사기 예방, 보안, 규정 준수"
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,false,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 ID)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./광고 또는 마케팅
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,false,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 ID)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./맞춤설정
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,true,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 ID)/이 사용자 데이터가 수집되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./계정 관리
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,false,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 ID)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./앱 기능
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 ID)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./애널리틱스
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,false,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 ID)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./개발자 커뮤니케이션
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,false,MULTIPLE_CHOICE,"데이터 취급 및 처리(사용자 ID)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./사기 예방, 보안, 규정 준수"
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,false,MULTIPLE_CHOICE,데이터 취급 및 처리(사용자 ID)/이 사용자 데이터가 공유되는 이유는 무엇인가요? 해당하는 항목을 모두 선택해 주세요./광고 또는 마케팅
